UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	MFS10_HUMAN|MFSD10|TETRAN	protein	taxon:9606	20120317	GOC
UniProtKB	P55160	NCKAP1L		GO:0042493	PMID:17875758	IMP		P	Nck-associated protein 1-like	HEM1|NCKAP1L|NCKPL_HUMAN	protein	taxon:9606	20101007	UniProtKB
UniProtKB	P55809	OXCT1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020798	IEA	Ensembl:ENSRNOP00000020798	P	Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial	OXCT|OXCT1|SCOT|SCOT1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P61011	SRP54		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 54 kDa protein	SRP54|SRP54_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	P61278	SST		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002519	IEA	Ensembl:ENSRNOP00000002519	P	Somatostatin	SMS_HUMAN|SST	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P61803	DAD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012233	IEA	Ensembl:ENSRNOP00000012233	P	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1|DAD1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P63104	YWHAZ		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000030885	IEA	Ensembl:ENSRNOP00000030885	P	14-3-3 protein zeta/delta	1433Z_HUMAN|YWHAZ	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P63146	UBE2B		GO:0042493	PMID:14981545	IDA		P	Ubiquitin-conjugating enzyme E2 B	RAD6B|UBE2B|UBE2B_HUMAN	protein	taxon:9606	20090630	UniProtKB
UniProtKB	P68032	ACTC1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011773	IEA	Ensembl:ENSRNOP00000011773	P	Actin, alpha cardiac muscle 1	ACTC|ACTC1|ACTC_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P78426	NKX6-1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002928	IEA	Ensembl:ENSRNOP00000002928	P	Homeobox protein Nkx-6.1	NKX6-1|NKX61_HUMAN|NKX6A	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P78536	ADAM17		GO:0042493	PMID:10433800|UniProtKB:Q9Z0F8	ISS	UniProtKB:Q9Z0F8	P	Disintegrin and metalloproteinase domain-containing protein 17	ADA17_HUMAN|ADAM17|CSVP|TACE	protein	taxon:9606	20081121	BHF-UCL
UniProtKB	P78540	ARG2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015083	IEA	Ensembl:ENSRNOP00000015083	P	Arginase-2, mitochondrial	ARG2|ARGI2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P80188	LCN2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000018776	IEA	Ensembl:ENSRNOP00000018776	P	Neutrophil gelatinase-associated lipocalin	HNL|LCN2|NGAL|NGAL_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P80365	HSD11B2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023130	IEA	Ensembl:ENSRNOP00000023130	P	Corticosteroid 11-beta-dehydrogenase isozyme 2	DHI2_HUMAN|HSD11B2|HSD11K	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P80404	ABAT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003633	IEA	Ensembl:ENSRNOP00000003633	P	4-aminobutyrate aminotransferase, mitochondrial	ABAT|GABAT|GABT_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P98155	VLDLR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000036229	IEA	Ensembl:ENSRNOP00000036229	P	Very low-density lipoprotein receptor	VLDLR|VLDLR_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P98164	LRP2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043580	IEA	Ensembl:ENSRNOP00000043580	P	Low-density lipoprotein receptor-related protein 2	LRP2|LRP2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q01581	HMGCS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023554	IEA	Ensembl:ENSRNOP00000023554	P	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMCS1_HUMAN|HMGCS|HMGCS1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q01831	XPC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011490	IEA	Ensembl:ENSRNOP00000011490	P	DNA repair protein complementing XP-C cells	XPC|XPCC|XPC_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q01959	SLC6A3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000047272	IEA	Ensembl:ENSRNOP00000047272	P	Sodium-dependent dopamine transporter	DAT1|SC6A3_HUMAN|SLC6A3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q02338	BDH1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002366	IEA	Ensembl:ENSRNOP00000002366	P	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	BDH|BDH1|BDH_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q03113	GNA12		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001654	IEA	Ensembl:ENSRNOP00000001654	P	Guanine nucleotide-binding protein subunit alpha-12	GNA12|GNA12_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q03135	CAV1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009253	IEA	Ensembl:ENSRNOP00000009253	P	Caveolin-1	CAV|CAV1|CAV1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q04206	RELA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000044552	IEA	Ensembl:ENSRNOP00000044552	P	Transcription factor p65	NFKB3|RELA|TF65_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q04741	EMX1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000046026	IEA	Ensembl:ENSMUSP00000046026	P	Homeobox protein EMX1	EMX1|EMX1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q04743	EMX2		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000053361	IEA	Ensembl:ENSMUSP00000053361	P	Homeobox protein EMX2	EMX2|EMX2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q05329	GAD2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024901	IEA	Ensembl:ENSRNOP00000024901	P	Glutamate decarboxylase 2	DCE2_HUMAN|GAD2|GAD65	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q05469	LIPE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027911	IEA	Ensembl:ENSRNOP00000027911	P	Hormone-sensitive lipase	LIPE|LIPS_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q08828	ADCY1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011043	IEA	Ensembl:ENSRNOP00000011043	P	Adenylate cyclase type 1	ADCY1|ADCY1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q09428	ABCC8		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028696	IEA	Ensembl:ENSRNOP00000028696	P	ATP-binding cassette sub-family C member 8	ABCC8|ABCC8_HUMAN|HRINS|SUR|SUR1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q09472	EP300		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000206	IEA	Ensembl:ENSRNOP00000000206	P	Histone acetyltransferase p300	EP300|EP300_HUMAN|P300	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q12772	SREBF2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000052893	IEA	Ensembl:ENSRNOP00000052893	P	Sterol regulatory element-binding protein 2	BHLHD2|SRBP2_HUMAN|SREBF2|SREBP2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q12879	GRIN2A		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000111501	IEA	Ensembl:ENSMUSP00000111501	P	Glutamate [NMDA] receptor subunit epsilon-1	GRIN2A|NMDAR2A|NMDE1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q13085	ACACA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000050703	IEA	Ensembl:ENSRNOP00000050703	P	Acetyl-CoA carboxylase 1	ACAC|ACACA|ACACA_HUMAN|ACC1|ACCA	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q13469	NFATC2		GO:0042493	PMID:17875758	IMP		P	Nuclear factor of activated T-cells, cytoplasmic 2	NFAC2_HUMAN|NFAT1|NFATC2|NFATP	protein	taxon:9606	20101008	UniProtKB
UniProtKB	Q13562	NEUROD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007662	IEA	Ensembl:ENSRNOP00000007662	P	Neurogenic differentiation factor 1	BHLHA3|NDF1_HUMAN|NEUROD|NEUROD1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q13867	BLMH		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000021197	IEA	Ensembl:ENSMUSP00000021197	P	Bleomycin hydrolase	BLMH|BLMH_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q14289	PTK2B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000031615	IEA	Ensembl:ENSRNOP00000031615	P	Protein-tyrosine kinase 2-beta	FAK2|FAK2_HUMAN|PTK2B|PYK2|RAFTK	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q14432	PDE3A		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000038749	IEA	Ensembl:ENSMUSP00000038749	P	cGMP-inhibited 3&#39;,5&#39;-cyclic phosphodiesterase A	PDE3A|PDE3A_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q14654	KCNJ11		GO:0042493	PMID:18073297	IMP		P	ATP-sensitive inward rectifier potassium channel 11	IRK11_HUMAN|KCNJ11	protein	taxon:9606	20080422	BHF-UCL
UniProtKB	Q14764	MVP		GO:0042493	PMID:7585126	TAS		P	Major vault protein	LRP|MVP|MVP_HUMAN	protein	taxon:9606	20031119	PINC
UniProtKB	Q15303	ERBB4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019283	IEA	Ensembl:ENSRNOP00000019283	P	Receptor tyrosine-protein kinase erbB-4	ERBB4|ERBB4_HUMAN|HER4	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q15532	SS18		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000046320	IEA	Ensembl:ENSMUSP00000046320	P	Protein SSXT	SS18|SSXT|SSXT_HUMAN|SYT	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q15583	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	Homeobox protein TGIF1	TGIF|TGIF1|TGIF1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q15797	SMAD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025079	IEA	Ensembl:ENSRNOP00000025079	P	Mothers against decapentaplegic homolog 1	BSP1|MADH1|MADR1|SMAD1|SMAD1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q15835	GRK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024999	IEA	Ensembl:ENSRNOP00000024999	P	Rhodopsin kinase	GRK1|RHOK|RK_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q16555	DPYSL2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012996	IEA	Ensembl:ENSRNOP00000012996	P	Dihydropyrimidinase-related protein 2	CRMP2|DPYL2_HUMAN|DPYSL2|ULIP2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q16595	FXN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020412	IEA	Ensembl:ENSRNOP00000020412	P	Frataxin, mitochondrial	FRDA|FRDA_HUMAN|FXN|X25	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q16611	BAK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000576	IEA	Ensembl:ENSRNOP00000000576	P	Bcl-2 homologous antagonist/killer	BAK|BAK1|BAK_HUMAN|BCL2L7|CDN1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q16651	PRSS8		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026572	IEA	Ensembl:ENSRNOP00000026572	P	Prostasin	PRSS8|PRSS8_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q16828	DUSP6		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000032969	IEA	Ensembl:ENSRNOP00000032969	P	Dual specificity protein phosphatase 6	DUS6_HUMAN|DUSP6|MKP3|PYST1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q16836	HADH		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014658	IEA	Ensembl:ENSRNOP00000014658	P	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	HAD|HADH|HADHSC|HCDH_HUMAN|SCHAD	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q16873	LTC4S		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004359	IEA	Ensembl:ENSRNOP00000004359	P	Leukotriene C4 synthase	LTC4S|LTC4S_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q17S10	ADCYAP1R1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000016175	IEA	Ensembl:ENSRNOP00000016175	P	Adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	ADCYAP1R1|Q17S10_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q2T9G2	ABCG5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007174	IEA	Ensembl:ENSRNOP00000007174	P	ABCG5 protein	ABCG5|hCG_1645221|Q2T9G2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q2TB39	TCF3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000100979	IEA	Ensembl:ENSMUSP00000100979	P	TCF3 protein	Q2TB39_HUMAN|TCF3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5JR06	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Ras homolog gene family, member C	Q5JR06_HUMAN|RHOC|RP11-426L16.4-013	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5JR07	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Ras homolog gene family, member C	Q5JR07_HUMAN|RHOC|RP11-426L16.4-010	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5JR08	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Ras homolog gene family, member C	Q5JR08_HUMAN|RHOC|RP11-426L16.4-008	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5JWF2	GNAS		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000079341	IEA	Ensembl:ENSMUSP00000079341	P	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	GNAS|GNAS1|GNAS1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5SYF5	ADFP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009749	IEA	Ensembl:ENSRNOP00000009749	P	Adipose differentiation-related protein	ADFP|PLIN2|Q5SYF5_HUMAN|RP11-151J10.1-005	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5T3E4	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin, beta 1 (Fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	ITGB1|Q5T3E4_HUMAN|RP11-479G22.2-002	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5T3E5	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin beta	ITGB1|Q5T3E5_HUMAN|RP11-479G22.2-003	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5T3E6	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin beta	ITGB1|Q5T3E6_HUMAN|RP11-479G22.2-006	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5T3N0	ANXA1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000051674	IEA	Ensembl:ENSRNOP00000051674	P	Annexin	ANXA1|Q5T3N0_HUMAN|RP11-71A24.1-006	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5T4U5	ACADM		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013238	IEA	Ensembl:ENSRNOP00000013238	P	Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	ACADM|hCG_22915|Q5T4U5_HUMAN|RP4-682C21.1-002	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5T5L3	AQP7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012974	IEA	Ensembl:ENSRNOP00000012974	P	Aquaporin 7	AQP7|Q5T5L3_HUMAN|RP11-311H10.6-007	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5T6L6	ASS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012075	IEA	Ensembl:ENSRNOP00000012075	P	Argininosuccinate synthase	ASS1|Q5T6L6_HUMAN|RP11-618A20.2-005	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5TBB2	SLC9A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011049	IEA	Ensembl:ENSRNOP00000011049	P	Solute carrier family 9 (sodium/hydrogen exchanger), member 1	Q5TBB2_HUMAN|RP4-633N17.1-005|SLC9A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5TBB3	SLC9A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011049	IEA	Ensembl:ENSRNOP00000011049	P	Solute carrier family 9 (Sodium/hydrogen exchanger), member 1	Q5TBB3_HUMAN|RP4-633N17.1-003|SLC9A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5TC01	ATP1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000039657	IEA	Ensembl:ENSMUSP00000039657	P	ATPase, Na+/K+ transporting, alpha 1 polypeptide	ATP1A1|Q5TC01_HUMAN|RP4-655J12.1-002	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5TC02	ATP1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000039657	IEA	Ensembl:ENSMUSP00000039657	P	ATPase, Na+/K+ transporting, alpha 1 polypeptide	ATP1A1|Q5TC02_HUMAN|RP4-655J12.1-008	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5VZ42	SLC12A5		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000017884	IEA	Ensembl:ENSMUSP00000017884	P	Uncharacterized protein	Q5VZ42_HUMAN|RP11-465L10.5-001|SLC12A5	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q5XG87	PAPD7		GO:0042493	PMID:10066793	IDA		P	DNA polymerase sigma	PAPD7|PAPD7_HUMAN|POLS|TRF4	protein	taxon:9606	20060120	UniProtKB
UniProtKB	Q68D20	PMS2CL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001374	IEA	Ensembl:ENSRNOP00000001374	P	Protein PMS2CL	PMS2CL|PMS2L_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q6LDH7	DRD2		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000075170	IEA	Ensembl:ENSMUSP00000075170	P	Dopamine receptor D2	DRD2|Q6LDH7_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q6NXQ3	GPX3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000031350	IEA	Ensembl:ENSRNOP00000031350	P	Uncharacterized protein	GPX3|Q6NXQ3_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q6QNY0	BLOC1S3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000076624	IEA	Ensembl:ENSMUSP00000076624	P	Biogenesis of lysosome-related organelles complex 1 subunit 3	BL1S3_HUMAN|BLOC1S3|BLOS3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q86V21	AACS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001292	IEA	Ensembl:ENSRNOP00000001292	P	Acetoacetyl-CoA synthetase	AACS|AACS_HUMAN|ACSF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q8IYC9	SLC6A11		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008342	IEA	Ensembl:ENSRNOP00000008342	P	Transporter	hCG_1994966|Q8IYC9_HUMAN|SLC6A11	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q8N474	SFRP1		GO:0042493	PMID:19072540	IDA		P	Secreted frizzled-related protein 1	FRP|FRP1|SARP2|SFRP1|SFRP1_HUMAN	protein	taxon:9606	20100823	UniProtKB
UniProtKB	Q8N474	SFRP1		GO:0042493	PMID:19254787	IDA		P	Secreted frizzled-related protein 1	FRP|FRP1|SARP2|SFRP1|SFRP1_HUMAN	protein	taxon:9606	20100820	UniProtKB
UniProtKB	Q8NCY3	DKFZp434N1610		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000052893	IEA	Ensembl:ENSRNOP00000052893	P	Uncharacterized protein	DKFZp434N1610|Q8NCY3_HUMAN|SREBF2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q8WXC9	NDUFA10		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022089	IEA	Ensembl:ENSRNOP00000022089	P	Uncharacterized protein	NDUFA10|Q8WXC9_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q92698	RAD54L		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000099766	IEA	Ensembl:ENSMUSP00000099766	P	DNA repair and recombination protein RAD54-like	RAD54A|RAD54L|RAD54_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q92820	GGH		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009758	IEA	Ensembl:ENSRNOP00000009758	P	Gamma-glutamyl hydrolase	GGH|GGH_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q92908	GATA6		GO:0042493	PMID:18671946	IMP		P	Transcription factor GATA-6	GATA6|GATA6_HUMAN	protein	taxon:9606	20100730	UniProtKB
UniProtKB	Q92997	DVL3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002323	IEA	Ensembl:ENSRNOP00000002323	P	Segment polarity protein dishevelled homolog DVL-3	DVL3|DVL3_HUMAN|KIAA0208	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q96HF1	SFRP2		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000029625	IEA	Ensembl:ENSMUSP00000029625	P	Secreted frizzled-related protein 2	FKSG12|FRP2|SARP1|SFRP2|SFRP2_HUMAN|UNQ361/PRO697	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q96HL2	BCHE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013279	IEA	Ensembl:ENSRNOP00000013279	P	BCHE protein	BCHE|hCG_14822|Q96HL2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q96IY4	CPB2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014909	IEA	Ensembl:ENSRNOP00000014909	P	Carboxypeptidase B2	CBPB2_HUMAN|CPB2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q96K76	USP47		GO:0042493	PMID:19966869	IMP		P	Ubiquitin carboxyl-terminal hydrolase 47	UBP47_HUMAN|USP47	protein	taxon:9606	20101016	UniProtKB
UniProtKB	Q96S37	SLC22A12		GO:0042493	PMID:12024214	IDA		P	Solute carrier family 22 member 12	OATL4|S22AC_HUMAN|SLC22A12|UNQ6453/PRO34004|URAT1	protein	taxon:9606	20080121	UniProtKB
UniProtKB	Q99259	GAD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000008	IEA	Ensembl:ENSRNOP00000000008	P	Glutamate decarboxylase 1	DCE1_HUMAN|GAD|GAD1|GAD67	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99497	PARK7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000052374	IEA	Ensembl:ENSRNOP00000052374	P	Protein DJ-1	PARK7|PARK7_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99541	PLIN2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009749	IEA	Ensembl:ENSRNOP00000009749	P	Perilipin-2	ADFP|PLIN2|PLIN2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99698	LYST		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000106188	IEA	Ensembl:ENSMUSP00000106188	P	Lysosomal-trafficking regulator	CHS|CHS1|LYST|LYST_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99727	TIMP4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010748	IEA	Ensembl:ENSRNOP00000010748	P	Metalloproteinase inhibitor 4	TIMP4|TIMP4_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99757	TXN2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000060694	IEA	Ensembl:ENSRNOP00000060694	P	Thioredoxin, mitochondrial	THIOM_HUMAN|TRX2|TXN2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99758	ABCA3		GO:0042493	PMID:8706931	TAS		P	ATP-binding cassette sub-family A member 3	ABC3|ABCA3|ABCA3_HUMAN	protein	taxon:9606	20031119	PINC
UniProtKB	Q99807	COQ7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022988	IEA	Ensembl:ENSRNOP00000022988	P	Ubiquinone biosynthesis protein COQ7 homolog	COQ7|COQ7_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99928	GABRG3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019971	IEA	Ensembl:ENSRNOP00000019971	P	Gamma-aminobutyric acid receptor subunit gamma-3	GABRG3|GBRG3_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q99933	BAG1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011455	IEA	Ensembl:ENSRNOP00000011455	P	BAG family molecular chaperone regulator 1	BAG1|BAG1_HUMAN|HAP	protein	taxon:9606	20120317	ENSEMBL
