UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	IPI00103940|MFS10_HUMAN|MFSD10|Q07706|TETRAN	protein	taxon:9606	20120107	GOC
UniProtKB	P37840	SNCA		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000126067	IEA	Ensembl:ENSMUSP00000126067	P	Alpha-synuclein	A8K2A4|IPI00024107|IPI00218467|IPI00218468|NACP|PARK1|Q13701|Q4JHI3|Q6IAU6|SNCA|SYUA_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P38936	CDKN1A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000628	IEA	Ensembl:ENSRNOP00000000628	P	Cyclin-dependent kinase inhibitor 1	CAP20|CDKN1|CDKN1A|CDN1A_HUMAN|CIP1|IPI00009384|MDA6|PIC1|Q14010|Q9BUT4|SDI1|WAF1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P40692	MLH1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043097	IEA	Ensembl:ENSRNOP00000043097	P	DNA mismatch repair protein Mlh1	COCA2|IPI00029754|MLH1|MLH1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P40763	STAT3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026760	IEA	Ensembl:ENSRNOP00000026760	P	Signal transducer and activator of transcription 3	A8K7B8|APRF|IPI00306436|IPI00784414|O14916|Q9BW54|STAT3|STAT3_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P40939	HADHA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000038073	IEA	Ensembl:ENSRNOP00000038073	P	Trifunctional enzyme subunit alpha, mitochondrial	B2R7L4|ECHA_HUMAN|HADH|HADHA|IPI00031522|Q16679|Q96GT7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P41235	HNF4A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011978	IEA	Ensembl:ENSRNOP00000011978	P	Hepatocyte nuclear factor 4-alpha	A5JW41|B2RPP8|HNF4|HNF4A|HNF4A_HUMAN|IPI00013196|IPI00216080|IPI00300558|IPI00412368|IPI00641248|IPI00645235|IPI00847265|NR2A1|O00659|O00723|Q14540|Q5QPB8|Q6B4V5|Q6B4V6|Q6B4V7|Q92653|Q92654|Q92655|Q99864|Q9NQH0|TCF14	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P41238	APOBEC1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020735	IEA	Ensembl:ENSRNOP00000020735	P	C-&gt;U-editing enzyme APOBEC-1	ABEC1_HUMAN|APOBEC1|IPI00013200|Q9UE64|Q9UM71	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P41595	HTR2B		GO:0042493	PMID:15625277	IDA		P	5-hydroxytryptamine receptor 2B	5HT2B_HUMAN|B2R9D5|HTR2B|IPI00015134|Q53TI1|Q62221|Q6P523	protein	taxon:9606	20100614	UniProtKB
UniProtKB	P41595	HTR2B		GO:0042493	PMID:15862800	IDA		P	5-hydroxytryptamine receptor 2B	5HT2B_HUMAN|B2R9D5|HTR2B|IPI00015134|Q53TI1|Q62221|Q6P523	protein	taxon:9606	20100621	UniProtKB
UniProtKB	P41595	HTR2B		GO:0042493	PMID:18703043	IDA		P	5-hydroxytryptamine receptor 2B	5HT2B_HUMAN|B2R9D5|HTR2B|IPI00015134|Q53TI1|Q62221|Q6P523	protein	taxon:9606	20100609	UniProtKB
UniProtKB	P43003	SLC1A3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000005493	IEA	Ensembl:ENSMUSP00000005493	P	Excitatory amino acid transporter 1	B2R5T3|EAA1_HUMAN|EAAT1|GLAST|GLAST1|IPI00015473|SLC1A3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P43004	SLC1A2		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000079100	IEA	Ensembl:ENSMUSP00000079100	P	Excitatory amino acid transporter 2	EAA2_HUMAN|EAAT2|GLT1|IPI00300020|IPI00794423|Q14417|Q541G6|SLC1A2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P43246	MSH2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021538	IEA	Ensembl:ENSRNOP00000021538	P	DNA mismatch repair protein Msh2	IPI00017303|MSH2|MSH2_HUMAN|O75488	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P43694	GATA4		GO:0042493	PMID:20585342	IMP		P	Transcription factor GATA-4	B7ZKX0|GATA4|GATA4_HUMAN|IPI00020064|Q3MJ45	protein	taxon:9606	20110511	BHF-UCL
UniProtKB	P46821	MAP1B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023460	IEA	Ensembl:ENSRNOP00000023460	P	Microtubule-associated protein 1B	A2BDK5|IPI00008868|MAP1B|MAP1B_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P47895	ALDH1A3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000045261	IEA	Ensembl:ENSRNOP00000045261	P	Aldehyde dehydrogenase family 1 member A3	AL1A3_HUMAN|ALDH1A3|ALDH6|IPI00026663|Q6NT64	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P47985	UQCRFS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024609	IEA	Ensembl:ENSRNOP00000024609	P	Cytochrome b-c1 complex subunit Rieske, mitochondrial	A8K519|IPI00026964|Q6NVX5|Q9UPH2|UCRI_HUMAN|UQCRFS1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P48066	SLC6A11		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008342	IEA	Ensembl:ENSRNOP00000008342	P	Sodium- and chloride-dependent GABA transporter 3	B2R6U6|GABT3|GAT3|IPI00007648|S6A11_HUMAN|SLC6A11	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P48507	GCLM		GO:0042493	PMID:9895302	IDA		P	Glutamate--cysteine ligase regulatory subunit	A8K334|D3DT45|GCLM|GLCLR|GSH0_HUMAN|IPI00010090|Q6FHC1|Q9NPX9|Q9NU74	protein	taxon:9606	20070105	UniProtKB
UniProtKB	P48681	NES		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025314	IEA	Ensembl:ENSRNOP00000025314	P	Nestin	IPI00010800|Nbla00170|NES|NEST_HUMAN|O00552|Q3LIF5|Q5SYZ6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P49454	CENPF		GO:0042493	PMID:12467231	NAS		P	Centromere protein F	CENPF|CENPF_HUMAN|IPI00855998|Q13171|Q13246|Q5VVM7	protein	taxon:9606	20060120	UniProtKB
UniProtKB	P49767	VEGFC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015529	IEA	Ensembl:ENSRNOP00000015529	P	Vascular endothelial growth factor C	B2R9Q8|IPI00028076|VEGFC|VEGFC_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P50336	PPOX		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004896	IEA	Ensembl:ENSRNOP00000004896	P	Protoporphyrinogen oxidase	D3DVG0|IPI00031357|PPOX|PPOX_HUMAN|Q5VTW8	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P50416	CPT1A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019652	IEA	Ensembl:ENSRNOP00000019652	P	Carnitine O-palmitoyltransferase 1, liver isoform	CPT1|CPT1A|CPT1A_HUMAN|IPI00032038|IPI00479108|Q8TCU0|Q9BWK0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P52564	MAP2K6		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006217	IEA	Ensembl:ENSRNOP00000006217	P	Dual specificity mitogen-activated protein kinase kinase 6	IPI00003814|IPI00219569|MAP2K6|MEK6|MKK6|MP2K6_HUMAN|PRKMK6|SKK3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P53602	MVD		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000018145	IEA	Ensembl:ENSRNOP00000018145	P	Diphosphomevalonate decarboxylase	IPI00022745|MPD|MVD|MVD1_HUMAN|Q53Y65	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P54274	TERF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043160	IEA	Ensembl:ENSRNOP00000043160	P	Telomeric repeat-binding factor 1	A7XP29|IPI00005539|IPI00220583|PIN2|Q15553|Q8NHT6|Q93029|TERF1|TERF1_HUMAN|TRBF1|TRF|TRF1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P54278	PMS2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001374	IEA	Ensembl:ENSRNOP00000001374	P	Mismatch repair endonuclease PMS2	B2R610|IPI00418329|IPI00746337|IPI00873034|IPI00874088|PMS2|PMS2_HUMAN|PMSL2|Q52LH6|Q5FBW9|Q5FBX1|Q5FBX2|Q75MR2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P54868	HMGCS2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026122	IEA	Ensembl:ENSRNOP00000026122	P	Hydroxymethylglutaryl-CoA synthase, mitochondrial	HMCS2_HUMAN|HMGCS2|IPI00008934|Q5SZU2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P55160	NCKAP1L		GO:0042493	PMID:17875758	IMP		P	Nck-associated protein 1-like	HEM1|IPI00023407|NCKAP1L|NCKPL_HUMAN|Q52LW0	protein	taxon:9606	20101007	UniProtKB
UniProtKB	P55809	OXCT1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020798	IEA	Ensembl:ENSRNOP00000020798	P	Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial	IPI00026516|OXCT|OXCT1|SCOT|SCOT1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P61011	SRP54		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 54 kDa protein	B2R759|IPI00009822|P13624|SRP54|SRP54_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	P61278	SST		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002519	IEA	Ensembl:ENSRNOP00000002519	P	Somatostatin	B2R5G3|IPI00000130|P01166|SMS_HUMAN|SST	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P61803	DAD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012233	IEA	Ensembl:ENSRNOP00000012233	P	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	D3DS25|DAD1|DAD1_HUMAN|IPI00009407|O08552|O70364|P46966|P46968|Q6FGA3|Q96GB7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P63104	YWHAZ		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000030885	IEA	Ensembl:ENSRNOP00000030885	P	14-3-3 protein zeta/delta	1433Z_HUMAN|A8K1N0|IPI00021263|P29213|P29312|Q32P43|Q5XJ08|Q6GPI2|Q6IN74|Q6NUR9|Q6P3U9|Q86V33|YWHAZ	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P63146	UBE2B		GO:0042493	PMID:14981545	IDA		P	Ubiquitin-conjugating enzyme E2 B	B2R503|D3DQA2|IPI00012060|P23567|Q4PJ15|Q9D0J6|RAD6B|UBE2B|UBE2B_HUMAN	protein	taxon:9606	20090630	UniProtKB
UniProtKB	P68032	ACTC1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011773	IEA	Ensembl:ENSRNOP00000011773	P	Actin, alpha cardiac muscle 1	ACTC|ACTC1|ACTC_HUMAN|IPI00023006|P04270	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P78426	NKX6-1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002928	IEA	Ensembl:ENSRNOP00000002928	P	Homeobox protein Nkx-6.1	IPI00019774|NKX6-1|NKX61_HUMAN|NKX6A	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P78536	ADAM17		GO:0042493	PMID:10433800|UniProtKB:Q9Z0F8	ISS	UniProtKB:Q9Z0F8	P	Disintegrin and metalloproteinase domain-containing protein 17	ADA17_HUMAN|ADAM17|CSVP|IPI00029606|IPI00288894|O60226|TACE	protein	taxon:9606	20081121	BHF-UCL
UniProtKB	P78540	ARG2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015083	IEA	Ensembl:ENSRNOP00000015083	P	Arginase-2, mitochondrial	ARG2|ARGI2_HUMAN|B2R690|IPI00020332|Q6FHY8	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P80365	HSD11B2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023130	IEA	Ensembl:ENSRNOP00000023130	P	Corticosteroid 11-beta-dehydrogenase isozyme 2	A7LB28|C5HTY7|DHI2_HUMAN|HSD11B2|HSD11K|IPI00300050|Q13194|Q6P2G9|Q8N439|Q96QN8|Q9UC50|Q9UC51|Q9UCW5|Q9UCW6|Q9UCW7|Q9UCW8	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P80404	ABAT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003633	IEA	Ensembl:ENSRNOP00000003633	P	4-aminobutyrate aminotransferase, mitochondrial	A8K386|ABAT|GABAT|GABT_HUMAN|IPI00009532|Q16260|Q8N5W2|Q96BG2|Q99800	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P98155	VLDLR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000036229	IEA	Ensembl:ENSRNOP00000036229	P	Very low-density lipoprotein receptor	B2RMZ7|D3DRH6|IPI00024273|IPI00219353|Q5VVF6|VLDLR|VLDLR_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q01581	HMGCS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023554	IEA	Ensembl:ENSRNOP00000023554	P	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	B2RDL8|HMCS1_HUMAN|HMGCS|HMGCS1|IPI00008475	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q01831	XPC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011490	IEA	Ensembl:ENSRNOP00000011490	P	DNA repair protein complementing XP-C cells	IPI00156793|Q53GT7|Q96AX0|XPC|XPCC|XPC_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q01959	SLC6A3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000047272	IEA	Ensembl:ENSRNOP00000047272	P	Sodium-dependent dopamine transporter	DAT1|IPI00219765|Q14996|SC6A3_HUMAN|SLC6A3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q02338	BDH1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002366	IEA	Ensembl:ENSRNOP00000002366	P	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	BDH|BDH1|BDH_HUMAN|D3DXC0|IPI00025341|Q96ET1|Q9BRZ4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q03113	GNA12		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001654	IEA	Ensembl:ENSRNOP00000001654	P	Guanine nucleotide-binding protein subunit alpha-12	A4D204|GNA12|GNA12_HUMAN|IPI00328744|Q2T9L1|Q86UM8|Q8TD71|Q9UDU9	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q03135	CAV1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009253	IEA	Ensembl:ENSRNOP00000009253	P	Caveolin-1	CAV|CAV1|CAV1_HUMAN|IPI00009236|IPI00759683|Q9UGP1|Q9UNG1|Q9UQH6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q04206	RELA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000044552	IEA	Ensembl:ENSRNOP00000044552	P	Transcription factor p65	IPI00219084|IPI00386448|IPI00479470|IPI00884950|NFKB3|Q6GTV1|Q6SLK1|RELA|TF65_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q04741	EMX1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000046026	IEA	Ensembl:ENSMUSP00000046026	P	Homeobox protein EMX1	EMX1|EMX1_HUMAN|IPI00374132|IPI00942065|Q0D2P0|Q53T30|Q86XB0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q05329	GAD2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024901	IEA	Ensembl:ENSRNOP00000024901	P	Glutamate decarboxylase 2	DCE2_HUMAN|GAD2|GAD65|IPI00012796|Q9UD87	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q05469	LIPE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027911	IEA	Ensembl:ENSRNOP00000027911	P	Hormone-sensitive lipase	IPI00419542|IPI00643204|LIPE|LIPS_HUMAN|Q3LRT2|Q6NSL7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q08828	ADCY1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011043	IEA	Ensembl:ENSRNOP00000011043	P	Adenylate cyclase type 1	A4D2L8|ADCY1|ADCY1_HUMAN|IPI00784385|Q75MI1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q09428	ABCC8		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028696	IEA	Ensembl:ENSRNOP00000028696	P	ATP-binding cassette sub-family C member 8	A6NMX8|ABCC8|ABCC8_HUMAN|HRINS|IPI00219696|IPI00871283|O75948|Q16583|SUR|SUR1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q09472	EP300		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000206	IEA	Ensembl:ENSRNOP00000000206	P	Histone acetyltransferase p300	B1AKC2|EP300|EP300_HUMAN|IPI00020985|P300	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q12772	SREBF2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000052893	IEA	Ensembl:ENSRNOP00000052893	P	Sterol regulatory element-binding protein 2	BHLHD2|IPI00328793|Q6GTH7|Q86V36|Q9UH04|SRBP2_HUMAN|SREBF2|SREBP2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q12879	GRIN2A		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000111501	IEA	Ensembl:ENSMUSP00000111501	P	Glutamate [NMDA] receptor subunit epsilon-1	GRIN2A|IPI00029768|NMDAR2A|NMDE1_HUMAN|O00669	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q13085	ACACA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000050703	IEA	Ensembl:ENSRNOP00000050703	P	Acetyl-CoA carboxylase 1	ACAC|ACACA|ACACA_HUMAN|ACC1|ACCA|B2RP68|IPI00011569|IPI00396015|IPI00396018|IPI00847501|Q6KEV6|Q6XDA8|Q7Z2G8|Q7Z561|Q7Z563|Q7Z564|Q86WB2|Q86WB3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q13469	NFATC2		GO:0042493	PMID:17875758	IMP		P	Nuclear factor of activated T-cells, cytoplasmic 2	IPI00247309|IPI00297845|NFAC2_HUMAN|NFAT1|NFATC2|NFATP|Q13468|Q5TFW7|Q5TFW8|Q9NPX6|Q9NQH3|Q9UJR2	protein	taxon:9606	20101008	UniProtKB
UniProtKB	Q13562	NEUROD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007662	IEA	Ensembl:ENSRNOP00000007662	P	Neurogenic differentiation factor 1	B2R9I8|BHLHA3|IPI00299039|NDF1_HUMAN|NEUROD|NEUROD1|O00343|Q13340|Q5U095|Q96TH0|Q99455|Q9UEC8	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q13867	BLMH		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000021197	IEA	Ensembl:ENSMUSP00000021197	P	Bleomycin hydrolase	B2R796|BLMH|BLMH_HUMAN|IPI00219575|Q53F86|Q9UER9	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q14289	PTK2B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000031615	IEA	Ensembl:ENSRNOP00000031615	P	Protein-tyrosine kinase 2-beta	D3DST0|FAK2|FAK2_HUMAN|IPI00029702|IPI00216435|PTK2B|PYK2|Q13475|Q14290|Q16709|RAFTK	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q14432	PDE3A		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000038749	IEA	Ensembl:ENSMUSP00000038749	P	cGMP-inhibited 3&#39;,5&#39;-cyclic phosphodiesterase A	IPI00291205|O60865|PDE3A|PDE3A_HUMAN|Q13348|Q17RD1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q14654	KCNJ11		GO:0042493	PMID:18073297	IMP		P	ATP-sensitive inward rectifier potassium channel 11	IPI00291902|IRK11_HUMAN|KCNJ11|Q2M1H7|Q58EX3	protein	taxon:9606	20080422	BHF-UCL
UniProtKB	Q14764	MVP		GO:0042493	PMID:7585126	TAS		P	Major vault protein	IPI00000105|LRP|MVP|MVP_HUMAN|Q96BG4|Q9BPW6|Q9BQT1|Q9UBD1	protein	taxon:9606	20031119	PINC
UniProtKB	Q15303	ERBB4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019283	IEA	Ensembl:ENSRNOP00000019283	P	Receptor tyrosine-protein kinase erbB-4	B7ZLD7|B7ZLE2|B7ZLE3|ERBB4|ERBB4_HUMAN|HER4|IPI00016371|IPI00215722|IPI00816395|IPI00969544|Q2M1W1|Q59EW4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q15532	SS18		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000046320	IEA	Ensembl:ENSMUSP00000046320	P	Protein SSXT	B0YJ95|IPI00452919|IPI00940186|Q16404|Q4VAX1|Q9BXC6|SS18|SSXT|SSXT_HUMAN|SYT	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q15583	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	Homeobox protein TGIF1	IPI00297138|IPI00396515|Q6ICR0|Q8N5X9|Q9NRS0|TGIF|TGIF1|TGIF1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q15797	SMAD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025079	IEA	Ensembl:ENSRNOP00000025079	P	Mothers against decapentaplegic homolog 1	A8KAJ0|BSP1|D3DNZ9|IPI00019549|MADH1|MADR1|Q16636|SMAD1|SMAD1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q15835	GRK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024999	IEA	Ensembl:ENSRNOP00000024999	P	Rhodopsin kinase	GRK1|IPI00019980|Q53X14|RHOK|RK_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q16555	DPYSL2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012996	IEA	Ensembl:ENSRNOP00000012996	P	Dihydropyrimidinase-related protein 2	A8K5H2|CRMP2|D3DSS7|DPYL2_HUMAN|DPYSL2|IPI00257508|O00424|ULIP2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q16595	FXN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020412	IEA	Ensembl:ENSRNOP00000020412	P	Frataxin, mitochondrial	FRDA|FRDA_HUMAN|FXN|IPI00217745|IPI00293425|O15545|O95656|Q15294|Q5VZ01|X25	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q16611	BAK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000576	IEA	Ensembl:ENSRNOP00000000576	P	Bcl-2 homologous antagonist/killer	BAK|BAK1|BAK_HUMAN|BCL2L7|CDN1|IPI00924856|Q6I9T6|Q92533	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q16651	PRSS8		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026572	IEA	Ensembl:ENSRNOP00000026572	P	Prostasin	IPI00329538|PRSS8|PRSS8_HUMAN|Q9UCA3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q16828	DUSP6		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000032969	IEA	Ensembl:ENSRNOP00000032969	P	Dual specificity protein phosphatase 6	DUS6_HUMAN|DUSP6|IPI00004390|IPI00335706|MKP3|O75109|PYST1|Q53Y75|Q9BSH6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q16836	HADH		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014658	IEA	Ensembl:ENSRNOP00000014658	P	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	HAD|HADH|HADHSC|HCDH_HUMAN|IPI00294398|IPI00298406|O00324|O00397|O00753|Q4W5B4|SCHAD	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q16873	LTC4S		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004359	IEA	Ensembl:ENSRNOP00000004359	P	Leukotriene C4 synthase	IPI00004509|LTC4S|LTC4S_HUMAN|Q8N6P0|Q9UC73|Q9UD18	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q17S10	ADCYAP1R1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000016175	IEA	Ensembl:ENSRNOP00000016175	P	ADCYAP1R1 protein	ADCYAP1R1|IPI00437612|Q17S10_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q2T9G2	ABCG5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007174	IEA	Ensembl:ENSRNOP00000007174	P	Uncharacterized protein	ABCG5|hCG_1645221|IPI00894393|Q2T9G2_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5JR06	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Ras homolog gene family, member C	IPI00644425|Q5JR06_HUMAN|RHOC|RP11-426L16.4-013	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5JR07	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Ras homolog gene family, member C	IPI00643368|Q5JR07_HUMAN|RHOC|RP11-426L16.4-010	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5JR08	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Ras homolog gene family, member C	IPI00647268|Q5JR08_HUMAN|RHOC|RP11-426L16.4-008	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5JWF2	GNAS		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000079341	IEA	Ensembl:ENSMUSP00000079341	P	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	A2A2S3|E1P5G3|GNAS|GNAS1|GNAS1_HUMAN|IPI00095891|IPI00154366|IPI00646491|O75684|O75685|Q5JW67|Q5JWF1|Q9NY42	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5SYF5	ADFP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009749	IEA	Ensembl:ENSRNOP00000009749	P	Adipose differentiation-related protein	ADFP|IPI00643517|PLIN2|Q5SYF5_HUMAN|RP11-151J10.1-005	protein	taxon:9606	20120107	ENSEMBL
